fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
7.64,0.219,0.343,2.33,0.087,27.8,36.3,1.001644,3.469,0.846,12.14,8
11.2,0.303,0.422,3.54,0.112,8.8,97.2,0.997305,3.269,0.68,10.44,6
9.06,0.719,0.091,4.8,0.073,13.1,56.6,0.997582,3.095,0.449,8.7,6
9.26,0.446,0.062,3.86,0.105,2.2,54.9,0.995822,2.957,0.576,11.04,6
8.49,0.33,0.577,0.6,0.059,11.8,126.1,0.995602,3.74,0.834,10.79,4
8.86,0.571,0.289,3.29,0.114,42.9,52.5,0.998649,3.389,0.624,10.43,5
9.62,0.436,0.152,6.1,0.067,24.1,57.8,0.993516,3.331,0.554,10.14,8
6.92,0.445,0.152,3.37,0.117,13.1,82.3,0.994529,3.352,0.553,8.29,3
9.79,0.663,0.147,0.88,0.089,9.5,61.8,0.99623,3.095,0.769,8.45,8
5.97,0.321,0.135,2.89,0.14,15.5,71.1,0.999267,3.191,0.958,12.05,4
8.86,0.367,0.026,0.71,0.047,17.3,32.6,0.995988,3.571,0.296,9.81,4
8.6,0.558,0.015,4.23,0.035,11.5,6.0,0.997491,3.409,1.136,11.37,3
7.25,0.704,0.233,1.16,0.065,21.5,55.7,0.996753,3.195,0.695,8.8,6
8.26,0.753,0.157,2.6,0.039,5.9,93.6,0.999163,3.126,0.759,9.35,4
7.24,0.41,0.48,1.3,0.039,5.8,25.2,0.993689,3.233,0.586,11.08,5
6.48,0.699,0.326,1.73,0.109,19.8,22.5,0.998098,3.263,0.659,10.3,6
7.7,0.389,0.32,4.58,0.087,3.6,86.7,0.996322,3.617,0.693,10.94,6
6.42,0.859,0.129,2.64,0.07,23.6,31.5,0.998457,3.282,0.482,10.39,8
8.85,0.326,0.247,1.72,0.073,15.8,33.0,0.995143,3.132,0.523,10.19,6
6.34,0.769,0.339,0.9,0.066,3.3,34.2,0.996746,3.301,0.861,9.72,4
9.51,0.412,0.406,0.6,0.145,17.0,44.4,0.996505,3.35,0.396,9.21,7
6.29,0.892,0.252,0.75,0.061,1.8,6.0,0.994795,3.118,0.735,11.8,3
7.34,0.636,0.475,2.66,0.041,23.2,28.8,0.994267,3.37,0.597,11.97,8
7.24,0.347,0.272,3.87,0.115,13.3,54.1,0.995597,3.491,0.497,9.36,4
10.55,0.436,0.421,1.72,0.079,35.3,53.8,0.996947,3.331,0.995,9.3,7
8.86,0.671,0.177,4.7,0.158,27.1,84.6,0.995262,3.19,0.498,10.05,3
7.94,0.719,0.074,1.5,0.069,4.8,107.0,0.996073,3.231,0.468,10.74,5
9.15,0.517,0.321,2.17,0.117,5.3,96.3,0.993117,3.061,0.628,10.22,7
4.72,0.538,0.408,0.99,0.125,8.0,76.6,0.995996,3.29,0.529,10.9,6
8.23,0.667,0.379,3.89,0.069,3.1,41.6,0.998645,3.357,0.661,10.35,3
11.7,0.554,0.35,5.44,0.061,35.1,26.0,0.99804,3.176,0.686,10.29,3
8.52,0.297,0.204,0.6,0.113,15.8,47.1,0.996535,3.601,0.7,12.81,8
8.42,0.384,0.117,2.02,0.107,25.7,65.8,0.997163,3.429,0.639,9.87,6
9.23,0.572,0.375,4.27,0.038,12.9,73.5,0.995126,3.041,0.541,12.04,8
9.82,0.749,0.351,0.6,0.048,14.0,67.0,0.999786,3.044,0.769,11.85,3
4.9,0.821,0.163,3.29,0.012,15.6,42.5,1.000629,3.162,0.641,10.9,5
5.44,0.67,0.481,4.21,0.108,27.5,72.4,0.997013,3.546,0.576,8.47,6
8.66,0.582,0.102,2.61,0.078,19.2,88.0,1.001622,3.444,0.912,10.43,8
7.08,0.665,0.159,3.27,0.081,4.8,75.5,0.995408,3.554,0.639,9.89,7
10.53,0.41,0.581,4.97,0.028,32.9,45.4,0.994323,3.312,0.846,10.42,6
7.76,0.502,0.435,5.23,0.049,12.8,19.1,0.995352,3.279,0.869,9.34,4
5.01,0.382,0.202,2.41,0.07,11.1,18.3,0.996283,3.123,0.879,11.16,8
6.14,0.305,0.325,1.75,0.063,13.8,24.1,1.001093,3.362,0.777,11.38,4
4.0,0.59,0.299,1.21,0.091,22.6,55.0,0.996166,3.281,0.66,11.57,4
7.9,0.563,0.252,3.87,0.107,17.0,63.6,0.995067,3.275,0.649,10.02,7
7.98,0.654,0.098,0.6,0.166,16.9,6.0,0.994993,3.553,0.618,9.34,8
7.58,0.628,0.26,2.15,0.086,11.7,29.9,0.998866,3.291,0.292,10.75,8
10.13,0.574,0.202,2.64,0.126,9.9,54.5,0.998595,3.51,0.782,12.16,4
10.34,0.63,0.317,1.8,0.058,12.0,16.9,0.995778,3.072,0.702,10.47,7
8.01,0.522,0.485,2.89,0.028,20.8,60.8,0.993136,3.713,0.8,10.85,5
4.67,0.604,0.209,6.09,0.075,22.6,36.4,0.994556,3.254,0.64,10.17,4
9.35,0.399,0.069,2.33,0.031,13.5,22.7,0.99997,3.416,0.773,9.9,8
9.24,0.597,0.332,1.89,0.088,25.9,48.3,0.998009,3.44,0.426,11.06,8
8.83,0.65,0.208,3.92,0.06,15.1,59.4,0.996824,3.235,0.461,10.29,5
9.97,0.409,0.24,2.84,0.019,10.6,18.6,1.000251,3.433,0.239,10.8,3
6.32,0.539,0.215,4.52,0.148,18.0,38.5,1.000421,3.441,0.637,10.91,4
11.71,0.418,0.696,2.73,0.068,1.6,61.9,0.996632,3.203,0.529,10.75,6
6.67,0.435,0.156,2.15,0.03,18.3,21.4,0.996667,3.205,0.506,10.96,3
9.57,0.328,0.196,0.6,0.118,1.0,8.0,0.995594,3.317,0.717,9.55,4
5.43,0.758,0.269,0.6,0.061,5.1,6.0,0.996159,3.293,0.588,9.49,3
6.72,0.722,0.122,0.6,0.125,5.3,32.7,0.993876,3.519,0.416,10.36,8
10.88,0.627,0.441,3.03,0.061,14.1,6.0,0.993868,3.415,1.093,10.38,5
7.86,0.885,0.425,0.6,0.068,32.8,35.1,0.993427,3.299,0.654,9.88,5
9.73,0.496,0.261,4.26,0.099,14.7,101.3,0.99876,3.401,0.476,10.64,5
8.7,1.076,0.219,2.54,0.108,22.7,6.0,0.993733,3.003,0.546,11.31,3
8.12,0.489,0.249,2.16,0.114,40.6,37.2,1.000405,3.218,0.631,11.59,6
10.62,0.576,0.25,1.32,0.084,20.1,116.7,0.995312,3.353,0.63,11.81,8
7.9,0.458,0.255,3.37,0.106,7.9,59.9,1.000001,3.477,0.881,9.09,7
5.27,0.597,0.234,1.37,0.113,9.3,34.4,0.996006,3.34,0.646,9.24,4
6.93,0.68,0.318,1.12,0.094,15.9,41.3,0.993724,3.529,0.975,10.11,3
9.24,0.509,0.413,4.16,0.082,9.3,60.6,0.999139,3.44,0.586,10.48,7
8.97,0.85,0.036,3.0,0.036,10.0,102.3,0.999364,3.237,0.732,10.16,8
5.64,0.573,0.07,2.17,0.108,26.2,29.0,0.994979,3.289,0.834,9.85,8
7.07,0.579,0.062,3.4,0.088,26.7,21.6,0.99607,3.371,0.863,10.1,6
7.31,0.366,0.435,2.51,0.073,1.4,6.0,0.994979,3.243,0.883,10.88,5
7.68,0.605,0.318,3.04,0.132,7.3,49.9,0.996471,3.54,0.614,9.07,7
5.96,0.506,0.366,1.36,0.037,11.0,6.0,0.996905,3.144,0.659,12.74,7
7.23,0.421,0.002,5.4,0.145,22.2,31.2,0.996032,3.357,0.238,10.42,7
7.06,0.39,0.609,1.69,0.086,27.9,16.6,0.993244,3.42,0.627,11.45,4
9.61,1.011,0.154,4.68,0.098,44.3,81.8,0.995596,3.263,0.846,9.82,8
9.68,0.483,0.302,2.24,0.073,11.0,29.8,0.998037,3.229,0.812,10.97,3
8.05,0.268,0.432,3.63,0.029,11.5,59.6,0.996303,3.299,0.645,10.5,3
7.63,0.404,0.082,3.53,0.082,22.1,6.3,0.996078,3.432,0.949,11.26,6
8.54,0.521,0.166,4.11,0.099,8.7,50.8,0.994932,3.235,0.595,10.2,6
6.91,0.628,0.304,1.32,0.111,14.4,6.9,0.995541,3.15,0.538,11.95,6
6.35,0.63,0.813,4.01,0.08,11.5,32.5,0.999377,3.483,0.58,8.91,8
6.7,0.652,0.327,5.09,0.012,11.6,119.2,0.994534,3.37,0.469,11.35,8
7.22,0.414,0.575,2.14,0.033,17.2,77.2,0.99807,3.461,0.766,10.52,7
6.32,0.591,0.499,2.55,0.159,14.0,42.3,0.996789,3.424,0.709,9.38,3
8.58,0.372,0.34,1.77,0.049,29.2,151.7,0.997165,3.637,0.764,12.35,3
9.54,0.418,0.082,2.01,0.137,16.0,16.4,0.995309,3.477,0.59,12.25,3
5.6,0.365,0.471,4.9,0.054,2.7,84.8,0.996032,3.201,0.65,8.33,6
8.34,0.316,0.015,1.09,0.081,13.2,6.0,0.996689,3.381,0.29,10.58,7
7.93,0.722,0.574,1.18,0.109,6.1,38.5,0.995711,3.226,0.724,11.11,7
8.88,0.654,0.308,4.76,0.058,3.2,6.0,0.99733,3.242,0.677,10.84,3
8.28,0.706,0.234,3.37,0.143,22.6,55.0,0.997569,3.098,0.473,11.92,4
5.83,0.537,0.205,5.47,0.09,13.3,48.3,1.000828,3.267,0.642,11.71,5
6.15,0.67,0.394,1.87,0.103,25.6,36.4,0.997229,3.392,0.616,10.67,6
8.35,0.213,0.225,2.68,0.078,4.8,82.4,0.993067,3.3,0.96,12.68,3
10.05,0.685,0.406,1.58,0.11,13.4,27.8,0.99891,3.145,0.48,11.34,8
4.54,0.562,0.108,2.7,0.142,10.9,57.3,0.996313,3.082,0.716,10.05,3
8.89,0.643,0.022,0.6,0.082,25.9,73.5,1.000523,3.627,0.475,9.85,6
10.32,0.598,0.256,3.46,0.148,23.0,6.0,0.999495,3.359,0.565,11.64,8
8.04,0.352,0.276,2.95,0.066,22.6,21.9,0.99574,3.186,0.707,9.61,4
9.24,0.26,0.204,2.42,0.114,32.1,48.3,0.998072,3.379,0.624,9.99,7
7.1,0.402,0.503,1.95,0.104,12.0,67.2,0.995571,3.638,0.659,10.16,6
8.1,0.632,0.108,1.25,0.05,29.9,93.3,0.996705,3.403,0.717,10.76,7
5.54,0.654,0.33,3.52,0.094,4.9,39.4,0.997984,2.892,0.576,10.21,6
4.31,0.284,0.283,0.86,0.087,4.6,36.1,0.998815,3.708,0.81,9.08,8
9.9,0.353,0.026,3.22,0.057,23.8,17.8,0.998401,3.033,0.608,11.56,5
6.63,0.4,0.019,5.4,0.1,1.0,57.4,0.996842,3.279,0.643,10.0,3
7.53,0.466,0.272,4.58,0.092,21.9,36.7,1.001419,3.14,0.721,12.42,7
5.94,0.285,0.646,0.6,0.084,17.0,37.5,0.996006,3.199,0.699,10.7,8
5.9,0.274,0.38,1.75,0.085,27.2,43.4,0.993646,3.353,0.77,11.67,5
8.0,0.382,0.058,3.09,0.084,15.3,64.6,0.994012,2.999,0.714,11.03,7
7.06,0.546,0.321,2.4,0.074,16.5,28.0,0.999501,3.296,0.74,11.72,8
8.94,0.317,0.409,0.6,0.092,21.2,21.1,0.996554,3.482,0.605,10.97,6
9.07,0.509,0.252,3.04,0.064,8.9,60.7,0.997002,3.184,0.478,10.64,7
8.85,0.721,0.487,2.49,0.18,8.5,53.0,0.995669,3.101,0.417,11.49,6
8.71,0.296,0.103,5.18,0.038,20.9,26.6,0.99584,3.289,0.376,12.89,7
10.98,0.493,0.337,2.15,0.067,15.6,8.6,0.995205,3.259,0.96,10.13,5
